x,y,z
-3.367589,11.589128,-0.525488
7.933145,-0.239789,-1.42021
-4.849517,14.444579,-0.403151
-18.96649,0.179505,-1.028352
-1.704016,4.340005,0.987869
17.173679,1.79934,-1.121181
-19.519299,9.990698,1.905349
-3.960391,11.988718,-0.645404
-13.075089,14.163357,1.480813
-2.87697,16.363827,-1.085695
-1.882032,12.849665,-0.386339
-11.836964,4.176585,-0.788305
-7.378593,14.421497,-0.848821
-9.09409,4.358261,-1.757566
-3.076217,18.30022,-0.864359
-3.494406,2.700041,-0.263228
-2.985881,16.482258,0.512705
-12.279749,8.923359,-1.654846
-4.669044,14.537766,-0.785653
17.719019,2.778672,-1.283161
14.446726,14.199469,-0.858147
-3.864245,2.31375,0.404894
4.683146,23.639763,-1.340259
-3.808124,11.938172,-1.578976
-4.679716,11.745647,-0.048693
3.655376,12.49509,0.218318
-14.433273,13.640896,-0.706773
19.63069,0.754289,-0.858066
20.435213,1.354359,-0.809581
-9.058393,13.049307,-0.799373
7.1381,17.377712,2.137099
16.186998,13.376595,-1.263666
15.428849,11.937419,-0.898262
22.539257,2.480969,0.40823
-5.229285,1.246845,0.222421
16.477551,5.630867,-0.554919
-3.44046,14.572571,-0.684616
8.018273,20.697189,-0.712698
17.399025,3.013806,-0.835615
-11.38127,5.920807,0.988842
-2.881112,13.483478,-0.30089
-0.619593,7.180405,1.024428
-9.795692,11.043691,-1.04767
-1.032592,14.295757,-0.747851
-20.93544,-2.671326,-1.402272
22.080053,10.830715,-0.528321
-4.133096,13.84636,-0.793055
1.146378,15.704079,1.476975
16.488602,5.359826,-1.584218
2.821511,15.099685,-0.887551
-17.974318,1.334304,1.369891
-0.02581,8.035507,-0.937813
-11.959075,-0.332896,0.521911
-4.039968,14.720571,-0.825697
-4.026381,16.405926,0.2101
20.032286,8.473801,1.510774
-2.811643,7.120178,0.992352
16.523365,15.732582,-1.58338
-6.972647,11.203545,0.008694
3.30195,15.127522,1.363593
-9.345876,6.337104,-1.376948
-4.447577,11.402124,0.479636
20.723543,-1.222779,1.528087
12.889055,1.087186,-0.69795
-3.908217,12.003141,-0.713772
11.093857,-1.256067,-0.706689
18.967628,0.169481,-1.562864
-14.480392,-2.52665,2.132772
16.863268,-0.655491,0.218075
-4.193665,2.430199,-0.380963
-4.640112,11.754382,-0.498418
7.944825,20.578089,-0.71284
-4.5155,16.475245,-0.956659
-3.925956,14.226101,1.423568
21.949677,1.808803,1.549854
17.3447,1.941029,2.315907
17.949425,-0.810849,-1.088628
3.850926,18.294514,-1.610154
-8.237446,11.054009,-0.377359
-20.46664,8.316202,-1.192567
-3.969489,13.971759,-0.55744
-4.437919,14.063509,-0.824962
4.012889,20.890562,1.499663
4.072496,17.624653,1.32719
-2.13404,14.646316,-0.821855
18.974607,10.872486,-0.429588
6.391084,20.961174,1.523551
4.653175,0.451581,-0.837082
20.310884,1.869454,-0.852444
-5.298047,1.826273,0.196878
5.187301,23.701256,-0.639791
-3.920184,13.344257,-1.571741
-20.911612,-1.967591,1.230014
-9.43741,10.935022,-0.585214
11.880636,13.342616,0.378847
-1.65398,4.399141,0.994581
-1.797495,16.786089,0.382088
4.494782,13.605856,1.807067
9.444612,16.480555,-0.601257
11.482733,0.537034,-0.699033
4.855645,16.600113,1.742404
-2.682254,-1.331049,-1.509533
-18.742121,4.226456,2.118677
-5.290892,10.186679,-0.072367
15.536734,11.514457,0.268757
3.867901,1.749686,1.443503
21.988293,10.574167,-0.845273
20.042238,10.877225,-0.820573
14.018052,14.388617,-1.520141
17.925831,11.369537,-1.034792
9.259257,14.115234,2.289652
-3.865148,13.914319,-0.341894
-4.477499,11.87563,0.033737
-14.372536,-3.138184,-0.8696
4.670768,19.417192,1.213227
-8.159774,11.062544,0.251039
-21.043314,4.180846,2.100533
-9.223473,5.421768,-1.035032
5.769509,20.897564,-0.718055
8.233248,0.87697,1.117556
-9.07305,12.689318,1.315758
19.953722,8.666893,-0.600056
-19.415899,2.936845,1.079744
-15.509462,-3.106688,1.897549
6.127261,14.502802,2.09491
-1.245096,13.451798,-0.483345
-3.3596,7.807713,-1.160114
-4.852599,13.55965,-1.309993
9.187332,15.445873,-0.644256
5.893761,17.993128,-0.702062
-1.071187,13.330569,-1.672351
-10.7158,12.788069,-0.699611
-4.021754,13.885112,-0.795709
-4.158921,13.74503,-0.87712
19.333727,3.265324,-0.482151
-4.450095,2.326721,-1.613
19.210567,2.21678,-1.624795
15.500627,6.502354,0.024563
-8.030711,13.510595,-0.745609
5.803647,18.168573,-0.628199
-4.370463,10.642288,-0.553897
-4.642229,16.277233,-0.54271
-3.609481,16.606592,-0.677953
-3.069992,6.785245,-1.207229
19.702534,2.143172,-0.874766
-18.689211,7.601353,-0.234147
-5.288366,1.825873,-1.391829
18.061586,5.623418,-0.312837
-20.047714,9.641638,2.110543
17.870354,0.293323,1.357287
-12.903086,10.469543,0.023245
4.679993,1.815447,1.80822
19.775251,9.024964,-0.883902
-4.42641,11.90074,-0.908936
17.130955,0.999603,-0.673698
3.054409,14.154896,-1.334714
2.530561,15.072165,-0.807
16.567036,10.605269,1.024228
-7.846159,11.107834,-0.860088
-1.250478,13.614745,-1.588537
20.382864,1.679799,-0.821317
21.990952,1.017686,-0.446781
19.078442,3.64117,0.006376
1.289379,14.2121,-0.895666
15.295465,13.230796,-0.001383
-3.242566,1.437296,0.157934
22.716467,1.642985,-0.318519
16.041401,14.453495,-1.634844
20.144875,1.582891,2.378993
20.541264,1.821468,-0.969754
-2.510458,4.35472,0.949614
23.669241,8.199099,0.740707
16.946152,6.316225,1.066802
17.412287,11.4492,-0.967558
-9.503545,8.836429,-0.433269
12.937611,2.557389,-1.016058
6.365753,22.032722,-1.099638
-2.424076,13.824673,-0.868679
-4.748135,13.727911,0.108136
8.623695,21.228668,1.089185
19.00835,12.450616,-0.14922
-4.081322,13.680573,-0.878722
-0.953268,14.159088,-0.764228
-4.23124,2.23942,-0.132821
9.107786,13.067706,-0.706294
-3.778802,11.997983,-0.068374
-4.577953,11.862593,-0.456688
19.306156,1.001661,-0.817976
11.144037,0.957121,1.092187
21.801773,8.862883,-0.752964
6.517045,20.099945,-0.685011
22.709272,1.317813,-0.35575
3.853165,17.472675,-1.210876
-12.051228,12.869753,-0.714365
-4.703706,12.746584,-1.644252
21.527241,9.658383,-0.558045
-4.515391,16.493412,-0.547385
-0.480445,8.966101,-0.971934
-3.941193,14.09269,1.434622
-9.503369,8.645648,-0.084982
-2.731214,14.955574,-0.740068
-1.600569,3.955593,0.068296
20.391573,0.068012,-0.412575
-8.856978,10.966381,0.575547
-5.362156,2.589554,-0.274114
8.754873,23.98657,-0.109916
9.986481,-1.271564,-1.536138
-3.803289,16.23728,1.415439
16.350185,12.086798,1.5934
-3.784254,12.007638,-0.586716
4.445446,1.079734,1.33117
-3.720063,14.386344,1.408592
-9.38412,13.989752,1.934197
-3.758007,13.224206,-1.645928
2.597664,14.35238,-0.869632
2.148005,13.879825,-1.635651
-4.22644,6.095833,1.011085
-12.221014,-2.056388,-0.878183
16.478615,5.637933,-0.957576
5.930351,19.112701,-0.69978
22.563963,1.554813,0.676907
-16.874308,11.441326,2.383114
8.182539,19.521595,-0.771795
-2.967235,13.703506,-0.873768
8.605704,12.995992,-0.732559
3.041515,14.233096,-0.886591
-19.637127,0.799848,-0.862911
-7.3693,13.564401,-0.793692
19.657724,12.039342,-0.445804
-4.374622,16.357929,-1.083863
-0.693144,-1.098645,-0.318429
-15.170068,-2.860543,1.203091
10.311641,0.271517,-0.652382
20.216963,1.86979,-0.761942
-18.469759,0.463775,1.402831
16.058771,14.421163,-0.776402
6.819392,5.548426,-1.003053
3.409862,13.633894,1.360853
21.924934,1.454212,-1.439919
-11.668078,-1.856789,-0.902094
4.511386,-0.19558,-1.586232
5.100729,12.610074,-0.244726
2.523198,14.365656,-0.982163
14.705038,0.319347,-1.14985
6.935292,16.887356,-0.713678
17.444237,1.230513,-0.347042
-2.095377,13.057376,-0.500274
6.655301,14.605152,1.165682
-11.343381,13.331154,-0.618399
4.528571,19.871733,1.216556
21.388088,9.250286,1.100314
-12.030411,6.834531,-1.043949
16.356327,12.135592,-0.668296
-2.671535,16.618776,-0.465983
19.391958,1.311332,-0.80771
-12.22202,8.83771,-0.500749
-4.097455,2.161551,0.038031
19.376518,1.468412,-0.843605
-1.261263,6.220212,-1.156314
-4.044451,15.297222,1.428915
19.276924,0.910987,1.059212
6.326927,17.352682,1.084055
8.646834,18.015635,-1.197044
-11.792225,4.286233,-1.701068
-18.901489,-2.229713,2.094618
15.871164,12.938217,-0.489188
-4.13417,11.963434,0.022774
12.589199,15.273421,-1.098587
-21.165827,-0.597418,-1.654839
-9.028671,-0.500771,-0.312962
5.225681,20.130615,-1.138152
-4.116056,11.95857,-0.00333
-3.246446,8.335978,-1.173306
-2.083192,14.698736,-0.74295
-0.372652,8.742876,-0.834112
-12.033804,13.680398,-0.835605
6.563256,15.47172,-1.646762
18.939671,3.231677,-1.531803
20.601786,0.739004,-0.329265
15.955196,11.997161,-0.02727
-8.851521,12.808318,-1.000739
6.034801,14.582565,2.141665
-7.012361,13.475328,1.428908
0.610238,-1.984237,-0.796885
8.185127,19.515654,-0.696005
10.590364,0.157223,-0.702792
-2.849091,-1.250659,-0.711751
-2.407585,12.970783,-0.337099
-12.209673,8.866213,-1.095445
-20.535805,13.109379,-0.814093
20.136929,1.729163,-0.787619
19.957415,0.580402,2.146803
-4.165388,11.957809,0.274267
11.485662,0.597275,-0.734326
19.29537,-0.764099,-0.53377
19.077061,9.287927,-0.717771
20.674728,8.681555,-0.497173
-1.962807,12.964374,-0.266504
-16.788548,13.158294,-0.820315
-7.423722,0.338639,1.460335
-6.191188,13.000037,1.470472
-4.556479,9.527121,0.13843
-8.902825,10.967319,0.23449
-1.764651,12.945033,0.016765
-13.472959,10.382149,1.745431
5.822101,21.099283,-0.089317
23.273449,11.682217,-0.485682
8.314575,23.952946,0.034856
8.613466,12.970825,-0.070672
4.551381,22.396072,1.409037
18.277411,11.435769,-1.11793
-4.044678,11.957341,-0.038183
5.547738,19.025042,-0.687455
18.236404,6.739149,-1.200408
-14.307768,10.326527,-1.343172
-19.64897,12.945092,1.094019
22.067816,10.819561,-0.511356
-4.133648,11.934052,-0.419962
-1.811265,13.412579,1.417251
-3.182497,13.886617,-0.768195
21.31962,11.04242,-1.634221
4.170741,13.811387,1.102725
20.989222,12.686351,-1.141055
-11.506712,-2.590973,-0.856327
-9.327312,10.880464,-0.145763
14.543807,17.64003,1.074602
-21.705214,3.268902,1.137211
-16.28653,-2.449067,1.183392
10.641956,0.270891,-0.606657
23.282896,9.257195,0.583664
-20.695354,5.565754,-1.083477
-4.033436,13.60021,-0.867991
7.971179,20.540724,-0.485439
21.781384,12.804706,0.623613
21.768406,3.237918,1.451713
15.648258,12.35758,0.042272
-4.973331,10.160279,-0.490026
-2.119419,5.855525,0.971373
-4.456262,15.584005,-1.115303
0.359303,-1.89738,1.435786
11.650499,19.455187,1.135479
15.907141,12.813211,0.119459
-18.305485,11.595522,2.092635
18.758636,3.210299,-0.888403
6.714552,0.214251,1.21634
23.322409,10.599183,0.036877
-10.973763,14.075497,-0.54449
-3.798684,-3.279172,1.395529
-4.280976,21.161591,1.25633
-16.577967,10.220696,-0.866257
8.877468,19.708017,-0.608691
17.640329,3.55933,-0.026032
-6.178532,13.212914,1.333962
-4.64146,13.758974,-0.853658
-4.190738,14.674384,-0.541066
21.905991,1.524784,-0.681913
-17.612741,-0.2107,1.02393
23.778561,7.458437,-0.73681
-20.24621,11.41107,-1.036715
11.063506,0.291521,1.057234
16.30204,11.724562,1.144706
-17.643768,11.879445,-0.831809
-13.471817,10.413588,0.126121
-4.200337,13.399223,-0.549973
21.98184,0.551583,-0.818053
1.450275,0.114629,-0.884609
23.519825,8.884151,-0.564277
19.390478,0.457168,-0.838541
17.895477,-1.49817,1.459953
20.604225,3.212355,-0.438922
-3.71516,16.993597,1.389427
19.129786,8.323077,1.115965
-13.447357,10.420828,0.079092
-1.323257,14.130348,-0.791075
16.330309,12.13477,0.803808
21.039719,11.076034,1.468134
-5.333316,11.20214,0.4947
-19.714027,10.002344,2.022865
3.707262,17.215523,1.102777
-16.974533,-6.520755,-0.693078
19.435005,-0.306639,1.116202
9.49029,16.344933,-0.518178
4.006171,1.854183,0.273324
-12.331983,-0.365227,0.49469
-1.258405,6.362878,-1.180844
16.73649,0.434619,1.092791
20.156841,11.89992,-0.90484
-17.843626,-4.199214,1.03779
8.71084,22.877855,-0.622702
12.625105,13.449707,-0.288875
15.129595,11.318581,0.01949
17.505831,8.340052,-1.624945
19.509787,12.520914,1.49396
-19.536568,1.562593,1.952646
-4.508667,16.445129,0.335697
-9.501505,8.637382,0.415624
-17.606501,12.476226,-0.826367
8.956203,18.970024,-0.734011
-2.911354,7.230724,-1.178937
8.295919,0.271056,1.033455
21.016451,9.57364,1.067233
-3.424395,14.667959,-0.588366
19.127756,0.794453,-0.878204
6.085014,20.239288,-0.692938
-6.380265,14.758321,1.358035
-3.037458,12.745919,1.418526
-3.903414,16.898088,1.433084
-4.418941,15.599392,-1.395669
-20.871948,5.25788,-1.188405
2.702786,-0.702086,1.415537
-13.567537,-0.538521,0.288457
-15.411614,10.171337,0.210093
-14.672263,12.714503,-1.342881
-4.106218,11.957163,-0.150385
-6.862664,-4.196645,1.079938
-9.62553,-1.799289,1.065843
-8.259244,0.07147,-1.068581
14.658118,13.4283,-0.241453
-11.87063,4.54193,-0.614763
-14.683619,-8.148674,1.244699
6.22619,19.977543,-0.713512
-5.795615,13.010518,1.375757
21.694366,9.638602,1.386737
11.473555,21.228848,-0.60526
-4.35463,9.435665,1.02469
9.315177,15.613298,1.12641
-1.494546,13.590142,-1.075053
17.57456,1.385049,-0.846182
22.622702,2.929958,1.477979
19.931309,1.913305,-0.878454
17.013935,1.881737,-1.620681
21.400352,8.526774,1.22169
-7.008008,11.111308,0.516093
-4.177001,2.11203,-0.003727
17.856911,3.103602,1.269018
-7.125478,16.174402,-1.445946
-1.821821,7.01893,-1.183859
8.634876,21.413944,1.200798
-19.127478,4.700369,-0.021934
-20.686689,3.564345,-1.151158
-11.143818,-4.331612,-0.896375
11.018887,1.158351,0.926715
22.564058,2.486706,0.286918
-8.872623,11.374635,1.464957
9.190914,14.886231,-0.699879
9.096239,18.496941,1.406106
17.640623,1.223114,-0.377422
0.409636,-2.175216,1.456724
19.54385,3.309127,0.427685
-9.097456,12.406441,-1.660946
3.672704,15.32399,-0.867479
4.517272,14.79565,1.896332
10.407521,-0.340238,-0.704059
18.035707,-2.108856,-1.540024
-18.981647,2.394306,2.029306
-3.465262,2.447107,-0.353316
19.503021,5.800882,-0.38202
15.979387,12.690953,-0.178624
-2.408779,13.031092,-0.705704
16.198881,13.836267,0.456604
9.072459,13.100988,0.02222
17.557297,1.447729,-1.468827
-2.180902,-0.409908,-1.461636
3.512908,17.365183,-0.849225
3.694244,17.612572,-0.836208
-4.854943,13.562326,-0.898308
5.926229,20.729189,1.02034
9.525423,14.814726,1.187589
3.654312,18.588997,-0.841039
5.12154,15.055554,1.238973
-4.806437,12.728286,-0.323751
-4.326729,16.494226,0.703185
20.573105,1.622802,-0.789927
-2.842622,15.720608,-0.696465
8.797107,18.043119,-0.68704
-4.958642,10.043866,-0.514886
19.163589,10.15015,-0.645527
6.700074,19.801535,-0.692182
-4.99974,2.37018,-0.597826
5.700004,1.688086,-0.249973
-18.4107,13.511978,-1.208465
-2.018488,-0.354648,-0.945494
24.304016,2.490227,-0.694648
-3.753497,14.752665,-0.833209
16.313768,5.589005,-0.70569
5.260524,15.132862,1.239259
-7.311433,14.18618,-0.723282
-5.619786,-0.395126,1.357909
4.293112,12.573345,-0.503867
22.390415,8.774229,1.442292
-2.161724,8.928461,-1.155099
11.074904,0.837686,1.125008
5.760692,20.442055,-0.43917
9.088743,16.72341,2.099886
-20.966837,15.267092,-0.764162
17.856424,2.903031,1.241364
9.916589,22.596458,1.841501
14.164506,1.141357,-0.618255
-4.666906,2.320459,0.275461
18.465372,3.496495,-0.674695
-6.763253,-3.079381,1.113068
11.207655,2.381366,-0.773617
-16.512873,11.502661,-0.843792
-9.890009,11.396901,0.148251
3.427361,17.449245,-0.844376
-1.688916,16.025383,1.442981
16.928062,7.486737,1.19663
-14.386806,-2.981772,-1.416712
13.865127,1.318408,1.079899
9.559587,2.163391,0.983055
-21.180399,4.972842,-0.847988
-0.061168,14.330218,-1.624131
-4.980636,12.959778,-0.798967
6.558449,18.351727,-0.707229
12.329069,15.420541,-0.400114
20.026897,0.112639,-0.856851
-19.824532,5.340789,1.011674
-3.986693,14.004447,-0.699067
19.550987,0.015495,-0.59776
-2.162953,-0.82696,1.384778
4.632935,20.400185,1.52809
0.603103,0.141102,-0.887775
-4.492099,13.599149,-0.847204
6.433233,15.660826,-0.503485
22.613297,8.075736,-1.319042
1.892677,17.230757,1.475275
-12.176846,5.090408,0.020526
23.042139,1.305829,-0.012322
-0.407021,-2.389213,-1.572468
-1.239554,13.55913,1.511423
19.684675,0.914469,-0.829824
-11.640123,2.675885,-1.178992
6.142861,20.907604,-0.686046
-5.228828,1.244194,-0.119731
-20.074816,4.88518,-1.620013
1.643438,-1.042093,-1.33402
6.190938,18.46842,1.189027
-8.964327,10.961707,0.416047
5.661329,0.360628,0.999875
-2.850349,13.764467,-0.978333
23.405743,1.637766,-0.811235
18.415443,-2.068891,1.379321
18.913033,12.415829,0.651582
-3.679894,14.490205,-0.619454
5.040349,19.845779,-1.463018
-18.933662,9.738336,0.296843
-3.683091,11.79125,-1.566786
1.50414,-1.08829,-1.086116
-3.879772,2.053641,1.174723
-0.505067,-2.165613,-0.69331
12.272806,15.289139,-1.0736
15.346006,15.707585,-0.751882
-17.995115,12.266932,1.269247
8.640671,21.481026,1.08111
-9.848996,10.768803,-0.359873
16.530546,1.737592,-0.601942
16.315363,11.877692,1.062442
17.832827,2.892001,-0.83007
7.82272,2.695298,-1.603832
8.156315,15.826921,0.241203
17.722143,2.809311,-1.667678
-11.440614,8.752815,1.312071
7.650049,18.061657,1.236039
-3.151088,13.768741,-0.84476
-19.631464,0.964712,0.537111
8.037268,18.851372,1.565025
-4.491763,16.452799,-0.251484
17.296276,5.513997,-0.321922
-7.923132,-1.265856,-1.409806
21.623171,9.273956,-0.610518
15.715866,12.815769,-0.700704
-16.763695,12.07761,-0.798443
-4.647406,13.929484,-0.816871
-11.513689,1.640728,0.203939
-20.434196,7.777645,0.737946
-11.734945,2.998497,0.328178
11.620687,15.056828,1.952441
8.980936,15.869125,2.173475
-3.913198,13.297017,-1.582039
19.349413,0.31663,1.055526
-14.343403,12.930952,-0.547973
13.1214,1.122479,-1.047605
6.734582,15.373984,1.053766
17.453835,1.406468,-0.811525
-0.649511,14.209941,-0.757925
20.299324,1.881902,-0.855447
18.510729,5.664178,-0.637149
-9.792323,-0.551586,1.048494
-19.190208,2.401011,0.596485
19.836493,10.899061,-0.596438
-9.888402,-1.031928,1.059153
17.493214,3.097595,-0.751373
13.523994,13.538887,0.101112
-3.964505,12.854061,-0.019241
-18.787819,8.832118,0.149541
-4.022772,13.529601,-0.804543
-12.285713,15.040714,-0.726852
15.590536,12.035278,-1.644828
11.716702,15.158151,-0.749644
5.900729,2.101669,0.293963
21.407293,-0.597759,1.560006
4.755494,17.408819,1.493734
17.087437,1.949443,-1.40194
6.346169,20.214293,-0.702361
-22.436596,4.069745,-1.286442
-6.260703,-1.675519,-0.600936
14.834995,11.999562,-1.294263
2.978472,18.828693,-0.507856
-20.416872,7.694923,-0.502828
21.391617,7.537011,1.072936
-12.858934,-2.131561,-0.806973
5.757576,23.751623,0.205493
14.216497,14.515232,-1.098679
-2.208201,11.733557,-0.45071
-1.777085,15.51778,-0.877192
8.294518,18.641603,-0.73198
4.857772,19.41494,1.228508
17.008978,1.534864,-0.885942
-4.68965,13.982203,-0.810076
-5.247966,1.381286,-1.31402
9.025285,13.035048,-0.286589
16.384165,11.539353,1.432928
-19.629257,0.924555,-0.11181
17.222075,4.392405,-0.249538
19.775606,2.287487,-1.640539
1.25032,12.114273,-0.040415
2.993166,15.245453,-0.868366
-13.876466,10.35034,-0.187361
17.565596,3.06776,0.154701
-3.829893,17.014923,-0.917451
19.545122,10.848223,-0.970708
3.474814,16.291006,-0.467261
-4.695846,14.466128,-0.770084
-4.404787,16.469788,-0.327445
-6.786005,17.525393,1.418481
3.974791,12.470787,0.153222
19.907455,3.32639,-1.090658
-17.735165,-0.526942,0.370998
-20.694027,9.227339,-1.515184
-19.599792,0.822026,0.038541
-3.760313,17.619568,1.42518
5.669336,21.212803,-0.71613
-4.717167,14.305569,-0.388706
2.575516,21.129074,-0.509196
3.851336,12.483313,0.528416
18.571262,5.703024,-0.156158
-14.995636,10.228432,-1.038796
-4.508095,10.502192,-0.610383
-4.824974,7.652531,0.895023
-4.665689,14.213335,-0.933425
6.035225,21.231272,-0.090417
-17.256298,-3.861277,2.087965
-8.87049,11.706907,1.745851
2.277052,-1.048447,-0.736317
-4.087941,14.652792,-0.359003
17.093185,11.887518,-0.838576
-21.124542,12.522349,1.93651
-11.762936,1.593269,-0.741615
-4.159859,8.208727,-1.168323
15.536179,11.749495,-0.436096
6.330192,17.320255,1.151182
-13.506336,10.380995,-0.496475
9.193769,17.543436,-0.690393
-23.153053,3.860332,2.096262
-7.444988,11.161367,-1.576731
1.562333,-1.267812,-0.740375
2.135522,12.616304,-1.623741
-1.688127,13.998326,-0.801197
-6.135422,11.823635,1.436386
17.51823,-0.170061,-0.445735
9.623119,19.58601,2.115958
-3.669482,16.599594,-0.396776
9.220881,16.478622,1.106185
-4.428443,10.58632,-0.164658
-3.442028,13.626147,-1.417267
3.75014,2.14805,-1.529564
-4.692066,11.819678,-0.329104
-4.620427,14.920609,-0.80442
7.914727,0.017124,-1.00208
-4.440342,18.154922,-1.519243
14.185965,-1.256308,-1.187129
-4.617119,13.18327,-0.788679
-19.501219,-0.091006,-0.402708
21.549587,10.665053,-0.677019
4.012948,14.742654,-0.872831
18.874638,2.071053,2.021925
17.884502,-0.217263,-0.890315
6.347941,13.61921,2.114943
15.086863,11.883638,-1.386445
19.181156,0.885811,-1.239307
6.454607,20.828228,-0.708737
18.317394,12.242686,-1.232588
12.677811,16.360596,-0.783437
17.720762,10.21048,-1.598387
19.599602,3.304948,-0.254376
20.095724,7.894893,1.215267
13.834491,1.76542,1.102866
16.989176,2.602583,-0.427792
15.340569,11.345013,-0.368093
-20.324745,11.550461,-1.478426
-12.007646,-0.335613,-0.853921
5.041008,19.798674,-0.850976
-6.418845,11.220541,-0.407553
8.547697,19.484232,-0.699106
-3.701497,16.55336,0.287353
10.874499,1.35229,2.152133
22.156075,2.816119,-0.794448
17.539932,3.383557,-0.414477
19.091894,8.573141,1.187725
6.188976,18.429461,1.002791
6.164136,19.375471,-0.470013
-5.023517,15.371295,-1.631023
21.68133,6.594845,1.060883
-3.283019,14.407013,-0.787882
-9.500478,7.846714,-1.751886
21.929838,8.460544,-0.655471
19.434269,6.074587,1.075383
-14.242199,-3.0891,-0.892094
-3.84333,13.670156,1.45432
-1.105762,13.553192,-1.569061
17.337997,-0.118106,0.191106
-18.700844,7.81226,0.376059
-4.639122,10.321671,0.294563
-7.097939,14.533401,1.405107
21.427107,9.513197,-0.873992
15.519504,6.305033,0.116526
3.342209,19.057682,-0.483406
-8.973772,14.065129,1.047399
-5.802531,14.063815,1.423038
20.089857,1.994466,-1.112463
23.547955,8.760705,-1.027886
20.634148,12.641868,-0.132135
-19.639881,0.978038,-0.738405
23.350008,9.579046,-0.663775
-22.466999,4.438042,-1.365241
21.377754,7.51721,1.092705
-2.360211,13.257596,0.023684
-8.944723,10.964078,-0.535169
-4.114872,16.913342,-0.890639
14.087057,3.142829,1.777082
-18.663408,7.205836,-1.534501
-20.792923,-2.364411,1.019936
-18.639462,6.668987,-1.435227
19.609121,7.854742,1.501496
-4.762754,15.771295,-0.611658
-5.459087,11.332989,0.498638
-1.341743,17.252663,1.38916
2.353492,2.083564,-0.467996
18.28525,6.147784,-0.990934
7.252914,17.47151,-1.6759
-2.35762,14.3325,-0.784665
-10.619093,13.381602,-0.727474
15.047571,11.914544,-0.356954
-13.841872,-2.213295,2.097063
16.271812,5.58405,-0.704176
-11.63658,2.524539,-0.34404
-7.705362,11.121094,-0.882573
5.73961,20.070488,2.113287
8.663147,-2.535239,-0.707435
8.961275,18.293045,1.064199
16.996361,7.008427,1.102273
-7.853221,11.112278,-0.910734
-11.516647,1.566346,-1.043388
2.749357,14.176989,-0.799603
-11.835327,4.100269,-0.881273
-19.519419,1.570905,1.959327
17.120079,1.796004,-1.12762
-4.37779,10.258428,-0.47877
-4.428825,11.318843,-1.542142
4.8864,-0.406231,1.289806
20.938292,3.499328,1.492319
6.659075,20.005543,-0.686352
-4.418989,16.432652,-1.012116
-19.649895,12.206786,-0.826258
8.931332,19.183947,1.793579
18.12608,5.838458,-1.020044
5.751531,20.52026,-0.382354
-3.986856,13.859601,-0.780429
9.187488,15.770756,2.107352
-0.954877,1.701591,-1.519926
-4.969226,14.125922,-0.994439
-4.41212,16.454607,-0.447084
5.682858,0.403684,-1.477274
-7.951051,11.13269,-1.305695
20.090288,1.908578,-1.380989
-6.495243,16.222916,-0.157583
-8.000299,11.090955,-1.320318
-0.893076,13.574558,1.442819
18.985905,-0.668318,2.12323
-8.74617,10.975112,-0.072483
-0.383116,4.692301,1.007656
8.599779,16.95863,-1.82092
-5.844107,1.149626,0.764933
5.4174,18.504618,-0.602142
-12.462133,-2.639605,-0.522484
0.187691,1.310686,-1.042001
-4.582507,11.540374,-1.606367
18.018063,4.049844,0.468346
-4.848885,13.37509,0.950368
21.280214,10.826416,-0.684086
16.540943,1.805294,1.189564
3.295542,19.483753,-0.71393
1.95256,2.037655,-0.451716
18.893925,9.075434,1.451365
-22.055405,7.503256,1.188229
-4.441457,13.50139,-0.610129
6.544681,19.419554,-0.697979
6.393457,20.955614,1.527502
5.210678,18.505075,-0.390929
4.198358,13.631378,1.482633
4.595531,-8.326501,0.606758
17.419836,3.040925,1.960023
-3.823662,2.244617,0.097546
19.11034,10.754047,-1.643686
21.031818,10.785233,1.137277
3.807073,0.499068,-0.005384
19.909367,0.404749,-0.869364
17.513382,1.222566,-0.784721
-4.342017,11.910466,-0.045462
20.49641,0.808112,-0.385915
-14.85826,10.27375,-0.530834
-14.272202,12.876672,-0.69576
-15.31367,-2.672477,-0.782207
-3.733457,13.452312,1.55265
4.601093,12.561519,0.110181
20.403938,8.241897,-1.635155
-3.64316,12.956168,-1.549856
3.962844,14.088177,1.155336
-5.59597,13.972277,-0.431729
-20.696224,9.038939,-1.262012
-4.145419,13.397716,-0.605648
-8.850828,10.973336,0.024388
-3.585863,16.568378,0.493331
-4.375837,2.341115,0.03649
-1.244789,13.877479,-1.570533
5.996141,20.667896,1.117967
16.078314,14.565795,0.404018
8.79584,-4.918679,-0.752817
14.531713,13.645846,-0.977169
20.607878,3.390851,-1.182425
20.263855,1.774418,1.783283
20.958323,11.821126,1.461385
-7.807292,13.00045,-1.04622
16.098343,1.284461,-0.879525
16.507421,4.885081,-0.918081
-3.982434,2.352407,-0.506057
-14.239434,-3.500278,-1.441541
-4.534285,13.177387,-0.897681
-17.314257,12.504973,2.105272
-2.624886,8.137696,1.020504
-3.769025,11.983249,-0.789789
-9.676049,12.118801,-0.29055
11.485017,15.19943,-1.49689
11.369715,17.444513,1.92588
-2.445301,4.088756,1.015391
-6.602799,16.829117,1.506004
5.539809,15.545577,-0.812416
-11.637896,-2.663512,-0.855343
21.75491,9.01931,-0.786257
15.915909,8.866346,1.94845
-4.735052,13.524814,-1.114317
16.478594,10.924424,-1.642594
18.709806,10.521202,1.066094
